Flight Number,Actual,Prediction,Prediction Percentage,Date
6647,0,delayed,0.69992805,2024-05-18
665,1,delayed,0.9967926,2024-05-17
665,0,delayed,0.8972964,2024-05-19
665,1,delayed,0.9950127,2024-05-16
665,1,delayed,0.9950691,2024-05-15
665,1,delayed,0.98137903,2024-05-18
6656,1,delayed,0.9950658,2024-05-18
6662,0,not delayed,0.042535193,2024-05-16
6664,0,not delayed,0.17168541,2024-05-19
6668,0,not delayed,0.04423615,2024-05-15
667,0,not delayed,0.03958732,2024-05-18
667,1,delayed,0.54797035,2024-05-19
667,1,delayed,0.99679255,2024-05-16
667,1,delayed,0.9947372,2024-05-17
667,0,not delayed,0.04000489,2024-05-15
6673,1,delayed,0.99679255,2024-05-15
6677,1,delayed,0.995063,2024-05-15
668,0,not delayed,0.043773904,2024-05-17
668,0,not delayed,0.04287452,2024-05-19
668,1,not delayed,0.04780199,2024-05-18
668,0,not delayed,0.04257218,2024-05-16
668,0,not delayed,0.043133803,2024-05-15
6680,1,delayed,0.99484915,2024-05-15
6683,0,not delayed,0.036605384,2024-05-17
669,0,not delayed,0.35354415,2024-05-19
669,1,delayed,0.99509656,2024-05-16
669,1,delayed,0.99507093,2024-05-15
669,1,delayed,0.99491334,2024-05-18
669,0,not delayed,0.040937997,2024-05-17
6696,0,not delayed,0.042498894,2024-05-17
67,0,not delayed,0.03924922,2024-05-19
67,0,delayed,0.8403533,2024-05-16
67,1,delayed,0.9394347,2024-05-15
67,1,delayed,0.9950434,2024-05-18
67,0,not delayed,0.040248033,2024-05-17
670,0,not delayed,0.03956863,2024-05-15
670,1,delayed,0.99506897,2024-05-16
670,1,delayed,0.9944934,2024-05-18
670,1,delayed,0.99506885,2024-05-19
670,0,delayed,0.8707721,2024-05-17
6703,1,delayed,0.97931707,2024-05-17
6703,1,not delayed,0.22449136,2024-05-18
6706,0,not delayed,0.06601436,2024-05-19
671,1,delayed,0.7808237,2024-05-16
671,1,delayed,0.9950691,2024-05-17
671,0,not delayed,0.2022848,2024-05-19
671,1,not delayed,0.049635913,2024-05-18
671,1,not delayed,0.3267228,2024-05-15
672,1,delayed,0.9950691,2024-05-17
672,1,delayed,0.9950691,2024-05-15
672,0,not delayed,0.041572917,2024-05-18
672,1,delayed,0.9950691,2024-05-16
672,1,delayed,0.99416506,2024-05-19
6720,0,not delayed,0.03984517,2024-05-15
6723,1,delayed,0.9967926,2024-05-17
6725,0,not delayed,0.043269612,2024-05-16
673,1,delayed,0.99495757,2024-05-19
673,0,not delayed,0.04466054,2024-05-18
673,0,not delayed,0.49568915,2024-05-15
673,0,not delayed,0.038682483,2024-05-17
673,1,delayed,0.9950691,2024-05-16
6737,1,delayed,0.9950676,2024-05-18
674,0,not delayed,0.05205327,2024-05-19
674,0,not delayed,0.047761835,2024-05-17
674,0,not delayed,0.042032205,2024-05-16
674,0,not delayed,0.18043873,2024-05-18
674,0,not delayed,0.039677285,2024-05-15
6741,1,delayed,0.994039,2024-05-18
6743,0,not delayed,0.04199355,2024-05-19
6745,1,delayed,0.9950691,2024-05-19
675,1,delayed,0.9950691,2024-05-18
675,0,not delayed,0.03883938,2024-05-16
675,0,not delayed,0.04205424,2024-05-15
675,1,delayed,0.9967448,2024-05-17
675,1,delayed,0.9950624,2024-05-19
6750,0,not delayed,0.060928334,2024-05-16
676,0,delayed,0.6503729,2024-05-15
676,1,delayed,0.9950691,2024-05-18
676,0,not delayed,0.041136082,2024-05-16
676,0,not delayed,0.042577237,2024-05-19
676,0,not delayed,0.044306263,2024-05-17
6761,1,delayed,0.99506813,2024-05-16
6762,0,not delayed,0.038132295,2024-05-17
677,0,not delayed,0.04728788,2024-05-19
677,1,delayed,0.99635464,2024-05-15
677,0,not delayed,0.04714304,2024-05-17
677,1,delayed,0.99507713,2024-05-16
677,0,not delayed,0.18995936,2024-05-18
6773,0,not delayed,0.045796573,2024-05-17
6779,1,delayed,0.9932987,2024-05-17
678,1,delayed,0.99322146,2024-05-15
678,1,delayed,0.9893555,2024-05-18
678,0,not delayed,0.042150628,2024-05-17
678,1,delayed,0.84024554,2024-05-16
678,0,not delayed,0.043732937,2024-05-19
679,1,delayed,0.99506676,2024-05-19
679,1,delayed,0.9693948,2024-05-17
679,0,not delayed,0.03994477,2024-05-18
679,1,delayed,0.9947265,2024-05-15
679,1,delayed,0.9930735,2024-05-16
6795,1,delayed,0.9965827,2024-05-17
68,0,not delayed,0.044234548,2024-05-19
68,0,not delayed,0.040658664,2024-05-16
68,0,not delayed,0.039529447,2024-05-17
68,0,not delayed,0.045944687,2024-05-18
68,0,not delayed,0.044984873,2024-05-15
680,0,not delayed,0.062481575,2024-05-16
680,1,delayed,0.9950674,2024-05-19
680,1,delayed,0.9942104,2024-05-15
680,0,not delayed,0.044039622,2024-05-18
680,1,delayed,0.9143926,2024-05-17
6803,0,not delayed,0.06251142,2024-05-17
6808,0,not delayed,0.04796059,2024-05-19
681,0,not delayed,0.052022856,2024-05-17
681,0,not delayed,0.042422857,2024-05-16
681,0,not delayed,0.036820278,2024-05-15
681,1,delayed,0.9962861,2024-05-19
681,0,not delayed,0.0839737,2024-05-18
6814,0,not delayed,0.038067084,2024-05-17
6815,0,not delayed,0.4915132,2024-05-18
6818,0,not delayed,0.05128695,2024-05-16
682,1,delayed,0.9954066,2024-05-17
682,1,delayed,0.9422461,2024-05-19
682,0,not delayed,0.040154293,2024-05-18
682,1,not delayed,0.040090762,2024-05-15
682,1,delayed,0.9954134,2024-05-16
6827,1,not delayed,0.3663318,2024-05-15
683,0,not delayed,0.03928732,2024-05-16
683,0,not delayed,0.042352997,2024-05-15
683,1,delayed,0.8878071,2024-05-17
683,1,delayed,0.98253864,2024-05-18
683,1,delayed,0.99505407,2024-05-19
684,0,not delayed,0.1584456,2024-05-16
684,1,delayed,0.99484885,2024-05-15
684,0,not delayed,0.048208278,2024-05-17
684,1,delayed,0.9947278,2024-05-18
684,1,delayed,0.9901125,2024-05-19
6841,1,delayed,0.9933347,2024-05-16
6841,1,not delayed,0.07051772,2024-05-15
685,1,delayed,0.99506605,2024-05-17
685,1,delayed,0.9951255,2024-05-18
685,1,delayed,0.9950691,2024-05-19
685,1,delayed,0.9950691,2024-05-16
685,1,delayed,0.9950691,2024-05-15
6854,1,delayed,0.99506783,2024-05-19
686,0,not delayed,0.041570827,2024-05-15
686,0,not delayed,0.098354585,2024-05-18
686,1,delayed,0.9972258,2024-05-17
686,0,not delayed,0.13341181,2024-05-19
686,1,delayed,0.8534565,2024-05-16
6860,0,not delayed,0.04380312,2024-05-15
6863,1,delayed,0.9952787,2024-05-15
687,1,delayed,0.8506591,2024-05-19
687,0,not delayed,0.054985773,2024-05-15
687,1,delayed,0.9816,2024-05-16
687,1,delayed,0.991917,2024-05-18
687,0,not delayed,0.06738722,2024-05-17
6877,1,delayed,0.9950563,2024-05-15
6878,1,delayed,0.99506193,2024-05-19
688,1,delayed,0.9950691,2024-05-16
688,1,delayed,0.9946473,2024-05-17
688,1,delayed,0.9950651,2024-05-15
688,0,not delayed,0.04026011,2024-05-18
688,0,not delayed,0.047585808,2024-05-19
6880,0,not delayed,0.060526233,2024-05-17
6883,1,delayed,0.9367278,2024-05-15
6884,0,not delayed,0.059087377,2024-05-19
6886,1,delayed,0.9950681,2024-05-17
689,0,not delayed,0.21027966,2024-05-19
689,1,delayed,0.995069,2024-05-18
689,0,not delayed,0.044549197,2024-05-16
689,0,not delayed,0.041822456,2024-05-15
689,1,delayed,0.9925401,2024-05-17
6890,1,delayed,0.9940854,2024-05-15
6891,1,delayed,0.9949691,2024-05-18
6896,0,not delayed,0.04189065,2024-05-16
6897,0,not delayed,0.055578414,2024-05-19
6898,0,not delayed,0.045341186,2024-05-18
6898,0,not delayed,0.04448042,2024-05-19
6899,1,delayed,0.995069,2024-05-17
69,1,delayed,0.98692214,2024-05-16
69,1,delayed,0.9950691,2024-05-15
69,0,not delayed,0.04760417,2024-05-19
69,0,not delayed,0.042105064,2024-05-17
69,1,not delayed,0.06776718,2024-05-18
690,1,delayed,0.9935656,2024-05-15
690,0,not delayed,0.05110827,2024-05-17
690,0,not delayed,0.04836015,2024-05-18
690,1,delayed,0.52861154,2024-05-16
690,1,delayed,0.98040503,2024-05-19
691,1,delayed,0.99502534,2024-05-16
691,1,delayed,0.99677247,2024-05-15
691,0,not delayed,0.19372687,2024-05-18
691,1,delayed,0.7099462,2024-05-17
691,0,not delayed,0.03923749,2024-05-19
692,0,not delayed,0.04462538,2024-05-19
692,1,delayed,0.99584144,2024-05-18
692,1,not delayed,0.1643838,2024-05-16
692,0,not delayed,0.03776404,2024-05-15
692,0,not delayed,0.058430847,2024-05-17
693,0,not delayed,0.052265488,2024-05-16
693,1,delayed,0.99506116,2024-05-17
693,1,delayed,0.9950674,2024-05-15
693,1,delayed,0.9945934,2024-05-19
693,1,delayed,0.99533015,2024-05-18
694,1,delayed,0.99465,2024-05-15
694,0,not delayed,0.036174707,2024-05-19
694,1,delayed,0.91872656,2024-05-18
694,1,delayed,0.9950689,2024-05-16
694,1,delayed,0.57520145,2024-05-17
695,0,not delayed,0.07447752,2024-05-16
695,0,not delayed,0.036323026,2024-05-15
695,0,not delayed,0.04302066,2024-05-18
695,1,delayed,0.9950691,2024-05-17
695,1,delayed,0.9663133,2024-05-19
696,0,not delayed,0.040773395,2024-05-17
696,1,delayed,0.9523436,2024-05-19
696,0,not delayed,0.07302167,2024-05-15
696,1,delayed,0.99668777,2024-05-16
696,0,not delayed,0.040757466,2024-05-18
697,0,delayed,0.73324984,2024-05-15
697,0,not delayed,0.03721227,2024-05-18
697,1,delayed,0.9967926,2024-05-19
697,1,delayed,0.99327064,2024-05-16
697,0,not delayed,0.103774786,2024-05-17
698,1,delayed,0.995069,2024-05-17
698,0,not delayed,0.11010815,2024-05-18
698,1,delayed,0.996773,2024-05-19
698,1,delayed,0.98157316,2024-05-15
698,0,not delayed,0.060265407,2024-05-16
699,0,not delayed,0.0407136,2024-05-17
699,0,not delayed,0.052653447,2024-05-19
699,0,not delayed,0.039964613,2024-05-15
699,0,not delayed,0.04082309,2024-05-18
699,0,not delayed,0.040938485,2024-05-16
7,1,not delayed,0.039962087,2024-05-15
7,1,delayed,0.77882695,2024-05-19
7,0,not delayed,0.039764095,2024-05-17
7,1,delayed,0.9950691,2024-05-16
7,1,delayed,0.9967926,2024-05-18
70,1,not delayed,0.18281451,2024-05-17
70,0,not delayed,0.039414953,2024-05-15
70,0,not delayed,0.32406798,2024-05-19
70,1,not delayed,0.041570004,2024-05-16
70,1,delayed,0.9950687,2024-05-18
700,0,not delayed,0.03975647,2024-05-16
700,1,delayed,0.9883352,2024-05-17
700,1,delayed,0.9947959,2024-05-15
700,1,delayed,0.9950691,2024-05-19
700,1,not delayed,0.13339855,2024-05-18
701,0,not delayed,0.09452473,2024-05-18
701,0,not delayed,0.040325597,2024-05-16
701,1,delayed,0.99483895,2024-05-15
701,0,not delayed,0.14305544,2024-05-19
701,1,delayed,0.9954136,2024-05-17
702,1,delayed,0.9914248,2024-05-15
702,0,not delayed,0.060928002,2024-05-18
702,0,not delayed,0.039461605,2024-05-16
702,1,delayed,0.9972258,2024-05-19
702,0,not delayed,0.051505633,2024-05-17
703,1,delayed,0.84202814,2024-05-17
703,0,not delayed,0.03948434,2024-05-16
703,1,delayed,0.993739,2024-05-18
703,1,delayed,0.6637809,2024-05-19
703,1,delayed,0.99505246,2024-05-15
704,0,not delayed,0.048138518,2024-05-19
704,1,delayed,0.99506843,2024-05-17
704,1,delayed,0.9967926,2024-05-15
704,1,delayed,0.9967926,2024-05-16
704,0,not delayed,0.43891466,2024-05-18
705,0,not delayed,0.043519754,2024-05-18
705,1,not delayed,0.06261277,2024-05-16
705,1,delayed,0.99722236,2024-05-19
705,1,delayed,0.996599,2024-05-15
705,1,not delayed,0.33017167,2024-05-17
706,1,not delayed,0.30350977,2024-05-15
706,0,delayed,0.81935394,2024-05-19
706,1,not delayed,0.17391618,2024-05-17
706,1,not delayed,0.04802207,2024-05-16
706,1,delayed,0.9950691,2024-05-18
707,0,not delayed,0.042735275,2024-05-19
707,0,not delayed,0.04036687,2024-05-16
707,0,not delayed,0.04605358,2024-05-15
707,1,delayed,0.93635106,2024-05-17
707,0,not delayed,0.042945415,2024-05-18
708,1,delayed,0.977605,2024-05-19
708,1,delayed,0.9950691,2024-05-15
708,1,delayed,0.9950676,2024-05-17
708,1,delayed,0.9950691,2024-05-18
708,0,not delayed,0.0478924,2024-05-16
709,1,delayed,0.9967926,2024-05-16
709,1,delayed,0.9841675,2024-05-15
709,0,not delayed,0.040633366,2024-05-18
709,0,not delayed,0.05413371,2024-05-17
709,1,delayed,0.9950691,2024-05-19
71,1,delayed,0.9934576,2024-05-17
71,0,not delayed,0.19023795,2024-05-18
71,1,delayed,0.689284,2024-05-15
71,1,delayed,0.99506474,2024-05-19
71,1,delayed,0.9887534,2024-05-16
710,0,not delayed,0.048362114,2024-05-17
710,0,not delayed,0.042805605,2024-05-16
710,1,delayed,0.9947557,2024-05-15
710,0,not delayed,0.044856165,2024-05-19
710,0,delayed,0.67181295,2024-05-18
711,0,not delayed,0.039432567,2024-05-19
711,1,delayed,0.9950671,2024-05-16
711,0,not delayed,0.044167437,2024-05-15
711,0,not delayed,0.051626265,2024-05-18
711,1,delayed,0.99506295,2024-05-17
712,0,not delayed,0.042684354,2024-05-15
712,0,not delayed,0.040697616,2024-05-17
712,1,delayed,0.9950691,2024-05-18
712,1,delayed,0.99540746,2024-05-19
712,0,not delayed,0.065378346,2024-05-16
713,0,not delayed,0.04290784,2024-05-15
713,1,delayed,0.9967926,2024-05-17
713,1,delayed,0.9967926,2024-05-19
713,1,delayed,0.9950691,2024-05-18
713,0,not delayed,0.040480565,2024-05-16
714,1,delayed,0.99506855,2024-05-16
714,1,delayed,0.9950691,2024-05-18
714,1,delayed,0.9967926,2024-05-15
714,0,not delayed,0.042712573,2024-05-19
714,1,delayed,0.99356246,2024-05-17
715,1,delayed,0.9967778,2024-05-17
715,1,delayed,0.9967926,2024-05-16
715,1,delayed,0.9954097,2024-05-19
715,0,not delayed,0.19068506,2024-05-15
715,0,not delayed,0.047019467,2024-05-18
716,1,delayed,0.671509,2024-05-19
716,0,not delayed,0.045701887,2024-05-17
716,0,not delayed,0.04171469,2024-05-18
716,1,delayed,0.50937676,2024-05-15
716,0,not delayed,0.037449148,2024-05-16
717,0,not delayed,0.04133436,2024-05-16
717,1,delayed,0.9950657,2024-05-19
717,0,not delayed,0.04042008,2024-05-15
717,1,delayed,0.98367125,2024-05-18
717,1,delayed,0.99479884,2024-05-17
718,1,not delayed,0.044497672,2024-05-17
718,1,delayed,0.99631417,2024-05-19
718,1,delayed,0.99671346,2024-05-16
718,1,delayed,0.99034625,2024-05-15
718,0,not delayed,0.044433378,2024-05-18
719,0,not delayed,0.049991988,2024-05-15
719,1,delayed,0.9936588,2024-05-18
719,1,delayed,0.995069,2024-05-17
719,1,delayed,0.97687703,2024-05-19
719,0,not delayed,0.04011514,2024-05-16
72,0,not delayed,0.05059649,2024-05-16
72,1,delayed,0.9950691,2024-05-18
72,1,delayed,0.99490565,2024-05-17
72,0,not delayed,0.1830758,2024-05-19
72,1,delayed,0.9914795,2024-05-15
720,0,not delayed,0.036932986,2024-05-15
720,1,delayed,0.7316789,2024-05-19
720,0,not delayed,0.041757356,2024-05-16
720,0,not delayed,0.040439986,2024-05-18
720,0,not delayed,0.07687941,2024-05-17
721,0,delayed,0.8989344,2024-05-17
721,0,not delayed,0.041105304,2024-05-15
721,1,delayed,0.99360394,2024-05-19
721,0,not delayed,0.04526582,2024-05-16
721,0,not delayed,0.48103088,2024-05-18
722,0,not delayed,0.040431622,2024-05-17
722,1,delayed,0.9967926,2024-05-16
722,1,delayed,0.87502474,2024-05-19
722,1,delayed,0.9942532,2024-05-15
722,1,not delayed,0.038454182,2024-05-18
723,0,not delayed,0.066751786,2024-05-16
723,0,not delayed,0.18638727,2024-05-19
723,0,not delayed,0.04019248,2024-05-15
723,1,delayed,0.8755199,2024-05-18
723,1,delayed,0.99402386,2024-05-17
724,0,not delayed,0.040614087,2024-05-16
724,1,delayed,0.9967926,2024-05-19
724,0,not delayed,0.071382746,2024-05-15
724,0,not delayed,0.04015956,2024-05-18
724,1,delayed,0.9950685,2024-05-17
725,0,not delayed,0.060336955,2024-05-19
725,0,not delayed,0.043847818,2024-05-17
725,0,not delayed,0.06723077,2024-05-16
725,1,delayed,0.99506915,2024-05-15
725,1,delayed,0.9950691,2024-05-18
726,1,delayed,0.98337454,2024-05-16
726,0,not delayed,0.04248253,2024-05-18
726,0,not delayed,0.3434145,2024-05-19
726,1,delayed,0.9965753,2024-05-17
726,0,not delayed,0.042587277,2024-05-15
727,1,delayed,0.8095297,2024-05-17
727,0,not delayed,0.04313392,2024-05-16
727,1,delayed,0.9972258,2024-05-15
727,0,not delayed,0.069445275,2024-05-19
727,1,delayed,0.9396654,2024-05-18
728,0,not delayed,0.13054246,2024-05-17
728,1,not delayed,0.043996934,2024-05-15
728,0,not delayed,0.045000806,2024-05-16
728,0,not delayed,0.04515001,2024-05-18
728,1,delayed,0.87838024,2024-05-19
729,0,not delayed,0.043487057,2024-05-18
729,1,delayed,0.99331987,2024-05-19
729,0,not delayed,0.051937252,2024-05-15
729,0,not delayed,0.039313797,2024-05-17
729,0,not delayed,0.040618088,2024-05-16
73,1,delayed,0.9950674,2024-05-19
73,1,delayed,0.97605944,2024-05-17
73,0,not delayed,0.041002586,2024-05-15
73,1,delayed,0.99494123,2024-05-16
73,0,delayed,0.513112,2024-05-18
730,0,not delayed,0.32612738,2024-05-15
730,0,not delayed,0.04119327,2024-05-19
730,0,not delayed,0.039787862,2024-05-18
730,1,delayed,0.9950386,2024-05-17
730,0,not delayed,0.04305892,2024-05-16
731,0,not delayed,0.042331595,2024-05-17
731,0,not delayed,0.17867461,2024-05-15
731,0,not delayed,0.04089105,2024-05-18
731,0,not delayed,0.040387645,2024-05-19
731,0,not delayed,0.071215846,2024-05-16
732,1,delayed,0.9130075,2024-05-17
732,0,not delayed,0.055860337,2024-05-19
732,1,delayed,0.9950687,2024-05-15
732,1,not delayed,0.04316336,2024-05-16
732,0,not delayed,0.036977325,2024-05-18
733,1,delayed,0.9948891,2024-05-15
733,1,delayed,0.8226362,2024-05-17
733,0,not delayed,0.053299524,2024-05-19
733,0,not delayed,0.049674444,2024-05-16
733,1,not delayed,0.047918227,2024-05-18
734,1,not delayed,0.4923261,2024-05-17
734,1,delayed,0.8486718,2024-05-18
734,1,delayed,0.9950691,2024-05-19
734,1,delayed,0.9950691,2024-05-16
734,1,delayed,0.9950691,2024-05-15
735,0,not delayed,0.047967564,2024-05-18
735,1,delayed,0.99600816,2024-05-17
735,0,not delayed,0.03864409,2024-05-15
735,0,not delayed,0.04096285,2024-05-19
735,1,delayed,0.9950691,2024-05-16
7359,0,not delayed,0.334016,2024-05-17
736,1,delayed,0.99506503,2024-05-18
736,0,not delayed,0.1654712,2024-05-15
736,1,delayed,0.9972258,2024-05-17
736,0,not delayed,0.092088684,2024-05-16
736,0,not delayed,0.067074925,2024-05-19
7360,1,not delayed,0.037606977,2024-05-15
7361,0,not delayed,0.11448508,2024-05-18
7362,0,not delayed,0.05001828,2024-05-19
7362,0,not delayed,0.038393736,2024-05-17
7362,1,delayed,0.9950691,2024-05-15
7362,1,delayed,0.835522,2024-05-16
7362,1,delayed,0.9608818,2024-05-18
7363,1,delayed,0.9949808,2024-05-15
7363,0,not delayed,0.070992656,2024-05-17
7363,0,not delayed,0.047956157,2024-05-18
7363,0,not delayed,0.039819393,2024-05-16
7363,0,not delayed,0.04403267,2024-05-19
7364,0,not delayed,0.082755655,2024-05-17
7364,0,not delayed,0.040884923,2024-05-16
7364,0,not delayed,0.039916947,2024-05-19
7364,1,delayed,0.99495256,2024-05-18
7364,1,delayed,0.9950691,2024-05-15
7365,0,not delayed,0.045744695,2024-05-15
7365,0,not delayed,0.04490058,2024-05-17
7365,0,not delayed,0.042573858,2024-05-18
7365,0,not delayed,0.047728177,2024-05-16
7365,1,delayed,0.9953427,2024-05-19
7366,0,not delayed,0.038330864,2024-05-16
7366,0,not delayed,0.117590286,2024-05-18
7366,0,not delayed,0.18139872,2024-05-15
7367,0,not delayed,0.04642745,2024-05-15
7367,0,not delayed,0.038950056,2024-05-17
7367,0,not delayed,0.038302675,2024-05-19
7367,0,not delayed,0.062517166,2024-05-16
7367,0,not delayed,0.04125762,2024-05-18
7368,0,not delayed,0.04023173,2024-05-19
7368,1,delayed,0.8138164,2024-05-18
7368,0,not delayed,0.040507987,2024-05-17
7368,0,not delayed,0.03615078,2024-05-15
7368,0,not delayed,0.040300418,2024-05-16
7369,0,not delayed,0.04324173,2024-05-19
7369,0,not delayed,0.0679198,2024-05-16
7369,1,delayed,0.9950691,2024-05-17
7369,0,not delayed,0.04118201,2024-05-18
7369,0,not delayed,0.041741256,2024-05-15
737,0,not delayed,0.11938027,2024-05-15
737,0,not delayed,0.039955284,2024-05-18
737,0,not delayed,0.19778854,2024-05-16
737,0,not delayed,0.17380232,2024-05-17
737,0,not delayed,0.039655257,2024-05-19
7370,0,not delayed,0.041890547,2024-05-15
7370,0,not delayed,0.056144323,2024-05-18
7370,0,not delayed,0.04629892,2024-05-17
7370,1,delayed,0.9950691,2024-05-19
7370,0,not delayed,0.20734777,2024-05-16
7371,1,delayed,0.9951175,2024-05-17
7371,1,delayed,0.86992174,2024-05-18
7371,1,delayed,0.9950691,2024-05-19
7371,0,not delayed,0.040103335,2024-05-15
7371,0,not delayed,0.03913722,2024-05-16
7372,0,not delayed,0.16308022,2024-05-15
7372,0,not delayed,0.13572302,2024-05-19
7372,0,not delayed,0.036383346,2024-05-17
7372,0,not delayed,0.049945816,2024-05-18
7372,0,delayed,0.53200096,2024-05-16
7373,0,not delayed,0.0393812,2024-05-16
7373,1,delayed,0.78988975,2024-05-19
7373,1,delayed,0.99541384,2024-05-15
7373,0,not delayed,0.051739816,2024-05-18
7373,0,not delayed,0.32726508,2024-05-17
7374,0,not delayed,0.04624251,2024-05-15
7374,1,delayed,0.9950691,2024-05-16
7374,1,delayed,0.99541324,2024-05-17
7374,0,not delayed,0.046658706,2024-05-18
7374,0,not delayed,0.059874643,2024-05-19
7375,0,not delayed,0.045074843,2024-05-15
7375,0,not delayed,0.04050451,2024-05-19
7375,0,not delayed,0.05965798,2024-05-16
7375,0,not delayed,0.047279906,2024-05-18
7375,0,not delayed,0.05438594,2024-05-17
7376,0,not delayed,0.039718404,2024-05-18
7376,0,not delayed,0.041936748,2024-05-16
7376,0,not delayed,0.07455968,2024-05-15
7376,0,not delayed,0.0393784,2024-05-19
7376,0,not delayed,0.03954508,2024-05-17
7377,1,delayed,0.9950691,2024-05-15
7377,0,not delayed,0.038814645,2024-05-19
7377,1,delayed,0.7209362,2024-05-17
7377,1,delayed,0.99510443,2024-05-18
7377,0,delayed,0.55847335,2024-05-16
7378,1,delayed,0.9951259,2024-05-18
7378,1,delayed,0.9942518,2024-05-15
7378,0,not delayed,0.14056946,2024-05-16
7378,0,not delayed,0.04859106,2024-05-19
7378,0,not delayed,0.042004153,2024-05-17
7379,0,not delayed,0.03951437,2024-05-17
7379,0,not delayed,0.037067886,2024-05-18
7379,1,not delayed,0.4003803,2024-05-16
7379,0,not delayed,0.04036311,2024-05-19
7379,1,delayed,0.9950565,2024-05-15
738,1,delayed,0.9967371,2024-05-16
738,1,delayed,0.9950691,2024-05-15
738,0,not delayed,0.057141826,2024-05-18
